open,high,low,close,volume,200_day_ma,100_day_ma,200_days_sma_for_mm,mayer_multiple,value,value_classification,0.1_quantile,0.9_quantile,signal
10415.3623046875,10441.4892578125,10226.5966796875,10360.546875,14109864675,7972.750936279297,10367.2928125,7972.750936279297,1.299494610806823,38,Fear,0.730544547694275,1.5859624113971147,hold
10345.4033203125,10422.1337890625,10291.6943359375,10358.048828125,13468713124,8005.269390869141,10392.65306640625,8005.269390869141,1.2939038428787235,39,Fear,0.730544547694275,1.5859624113971147,hold
10356.4658203125,10387.03515625,10313.0927734375,10347.712890625,12043433567,8037.75271850586,10415.69068359375,8037.75271850586,1.287388807919005,38,Fear,0.730544547694275,1.5859624113971147,hold
10347.22265625,10386.8671875,10189.744140625,10276.7939453125,15160167779,8069.862761230469,10438.91734375,8069.862761230469,1.2734781556242383,38,Fear,0.730544547694275,1.5859624113971147,hold
10281.513671875,10296.771484375,10199.7392578125,10241.2724609375,15304603363,8101.7712048339845,10464.449296875,8101.7712048339845,1.2640782122836258,41,Fear,0.730544547694275,1.5859624113971147,hold
10247.7958984375,10275.9287109375,10191.4697265625,10198.248046875,16169268880,8133.440369873047,10486.428481445313,8133.440369873047,1.2538664554116823,38,Fear,0.730544547694275,1.5859624113971147,hold
10200.49609375,10295.6689453125,9851.6923828125,10266.4150390625,19937691247,8165.536566162109,10509.81548828125,8165.536566162109,1.2572860284046008,31,Fear,0.730544547694275,1.5859624113971147,hold
10266.318359375,10285.8720703125,10132.1865234375,10181.6416015625,14734189639,8197.63698852539,10530.173330078125,8197.63698852539,1.2420215259365854,41,Fear,0.730544547694275,1.5859624113971147,hold
10183.6484375,10188.09765625,10000.7080078125,10019.716796875,13425266806,8228.253697509766,10548.061259765625,8228.253697509766,1.217720936327888,37,Fear,0.730544547694275,1.5859624113971147,hold
10024.115234375,10074.4443359375,9922.533203125,10070.392578125,13199651698,8259.085947265625,10561.82685546875,8259.085947265625,1.2193107860148922,37,Fear,0.730544547694275,1.5859624113971147,hold
10067.962890625,10074.23828125,9727.1435546875,9729.32421875,15144925408,8288.175146484375,10570.73634765625,8288.175146484375,1.1738801421054577,41,Fear,0.730544547694275,1.5859624113971147,hold
9729.3212890625,9804.3173828125,8370.8017578125,8620.56640625,25002886689,8311.77232055664,10566.99712890625,8311.77232055664,1.037151412933876,39,Fear,0.730544547694275,1.5859624113971147,hold
8603.4287109375,8744.828125,8325.396484375,8486.9931640625,21744728353,8334.390717773438,10558.66353515625,8334.390717773438,1.0183099702733676,15,Extreme Fear,0.730544547694275,1.5859624113971147,hold
8487.669921875,8515.685546875,7895.62939453125,8118.9677734375,19258205289,8355.227557373048,10549.0355859375,8355.227557373048,0.9717231179745595,12,Extreme Fear,0.730544547694275,1.5859624113971147,hold
8113.10107421875,8271.5205078125,7965.9228515625,8251.845703125,16408941156,8376.960649414063,10538.818828125,8376.960649414063,0.9850643984703672,24,Extreme Fear,0.730544547694275,1.5859624113971147,hold
8251.2734375,8285.6171875,8125.431640625,8245.9150390625,14141152736,8398.644443359375,10526.006376953124,8398.644443359375,0.981814993440086,32,Fear,0.730544547694275,1.5859624113971147,hold
8246.037109375,8261.70703125,7990.4970703125,8104.185546875,13034629109,8419.631784667969,10505.602666015626,8419.631784667969,0.9625344378637327,33,Fear,0.730544547694275,1.5859624113971147,hold
8104.2265625,8314.2314453125,7830.7587890625,8293.8681640625,17115474183,8441.479279785157,10481.52443359375,8441.479279785157,0.9825135961565241,27,Fear,0.730544547694275,1.5859624113971147,hold
8299.720703125,8497.6923828125,8232.6796875,8343.2763671875,15305343413,8463.391105957031,10456.403486328125,8463.391105957031,0.9858077291636698,38,Fear,0.730544547694275,1.5859624113971147,hold
8344.212890625,8393.0419921875,8227.6953125,8393.0419921875,13125712443,8485.112686767578,10430.222880859375,8485.112686767578,0.989149148870626,39,Fear,0.730544547694275,1.5859624113971147,hold
8390.7744140625,8414.2275390625,8146.43701171875,8259.9921875,13668823409,8506.286502685547,10394.9136328125,8506.286502685547,0.9710456125469336,37,Fear,0.730544547694275,1.5859624113971147,hold
8259.494140625,8260.0556640625,8151.23681640625,8205.939453125,13139456229,8527.153663330078,10346.810712890625,8527.153663330078,0.9623304301895698,30,Fear,0.730544547694275,1.5859624113971147,hold
8210.1494140625,8215.5263671875,8071.12060546875,8151.50048828125,12200497197,8547.55521484375,10316.497651367188,8547.55521484375,0.9536645606132257,31,Fear,0.730544547694275,1.5859624113971147,hold
8149.876953125,8161.41015625,7958.8505859375,7988.15576171875,13160830305,8567.058612060548,10272.305888671875,8567.058612060548,0.9324268834198439,32,Fear,0.730544547694275,1.5859624113971147,hold
7989.12060546875,8308.4501953125,7905.76611328125,8245.623046875,18009742607,8588.140092773438,10235.168408203124,8588.140092773438,0.9601174361155739,27,Fear,0.730544547694275,1.5859624113971147,hold
8246.849609375,8332.71484375,8185.76318359375,8228.783203125,15592264032,8609.164167480469,10209.2846875,8609.164167480469,0.955816737030955,39,Fear,0.730544547694275,1.5859624113971147,hold
8229.8408203125,8627.7060546875,8169.298828125,8595.740234375,19384942333,8631.963736572266,10189.4107421875,8631.963736572266,0.995803561819451,37,Fear,0.730544547694275,1.5859624113971147,hold
8585.2802734375,8625.2724609375,8471.93359375,8586.4736328125,17618660671,8654.785263671874,10167.258701171875,8654.785263671874,0.9921070680810407,41,Fear,0.730544547694275,1.5859624113971147,hold
8585.2626953125,8721.7802734375,8316.181640625,8321.7568359375,19604381101,8676.57869506836,10130.86357421875,8676.57869506836,0.9591057867852296,39,Fear,0.730544547694275,1.5859624113971147,hold
8315.6650390625,8415.2421875,8313.3408203125,8336.5556640625,14532641605,8698.336069335937,10102.074755859376,8698.336069335937,0.9584080906520944,38,Fear,0.730544547694275,1.5859624113971147,hold
8336.90234375,8470.98828125,8276.6123046875,8321.005859375,13808286059,8719.505767822266,10075.50021484375,8719.505767822266,0.9542978789098511,38,Fear,0.730544547694275,1.5859624113971147,hold
8320.83203125,8390.208984375,8284.130859375,8374.6865234375,15151387859,8741.033664550781,10047.161572265624,8741.033664550781,0.9580888078947687,37,Fear,0.730544547694275,1.5859624113971147,hold
8373.4580078125,8410.71484375,8182.70654296875,8205.369140625,15220412632,8761.568637695313,10014.706796875,8761.568637695313,0.9365182742873976,39,Fear,0.730544547694275,1.5859624113971147,hold
8204.6748046875,8216.8125,7985.08984375,8047.52685546875,16071646996,8781.272971191407,9972.322485351562,8781.272971191407,0.9164419420589877,40,Fear,0.730544547694275,1.5859624113971147,hold
8047.8125,8134.83154296875,8000.94287109375,8103.9111328125,14313052244,8801.265505371093,9927.623471679688,8801.265505371093,0.9207665792910096,40,Fear,0.730544547694275,1.5859624113971147,hold
8100.93359375,8138.41357421875,7902.1640625,7973.20751953125,15651592610,8820.340627441406,9885.790419921876,8820.340627441406,0.9039568715436456,40,Fear,0.730544547694275,1.5859624113971147,hold
7973.8037109375,8082.62939453125,7944.77685546875,7988.560546875,13797825640,8835.884040527344,9852.089404296876,8835.884040527344,0.9041042764067585,41,Fear,0.730544547694275,1.5859624113971147,hold
7997.80712890625,8281.818359375,7949.439453125,8222.078125,15504249442,8852.129321289063,9816.150322265625,8852.129321289063,0.9288248992506456,37,Fear,0.730544547694275,1.5859624113971147,hold
8225.115234375,8296.6943359375,8196.416015625,8243.720703125,15868748866,8868.733930664062,9784.663740234375,8868.733930664062,0.9295262173354812,37,Fear,0.730544547694275,1.5859624113971147,hold
8243.40234375,8296.6513671875,8074.462890625,8078.203125,16803377857,8883.941540527343,9762.885185546875,8883.941540527343,0.9093039489452206,39,Fear,0.730544547694275,1.5859624113971147,hold
8076.228515625,8092.99951171875,7469.32275390625,7514.671875,21942878958,8896.215812988281,9729.081005859374,8896.215812988281,0.8447043139430973,33,Fear,0.730544547694275,1.5859624113971147,hold
7509.72802734375,7532.86767578125,7446.98876953125,7493.48876953125,16268708849,8907.688771972656,9709.239477539062,8907.688771972656,0.8412382786777334,20,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7490.703125,8691.5400390625,7479.984375,8660.7001953125,28705065488,8924.54341796875,9698.908452148438,8924.54341796875,0.970436221742725,24,Extreme Fear,0.730544547694275,1.5859624113971147,hold
8667.5771484375,10021.744140625,8662.6220703125,9244.97265625,44496255609,8944.74348876953,9684.693354492187,8944.74348876953,1.0335648716877592,53,Neutral,0.730544547694275,1.5859624113971147,hold
9241.70703125,9749.529296875,9112.5419921875,9551.71484375,32593129501,8965.87930419922,9674.903178710938,8965.87930419922,1.065340556087611,50,Neutral,0.730544547694275,1.5859624113971147,hold
9565.1015625,9805.1181640625,9256.1484375,9256.1484375,30948255332,8986.837607421876,9659.793266601562,8986.837607421876,1.0299672523130619,52,Neutral,0.730544547694275,1.5859624113971147,hold
9248.4404296875,9516.1806640625,9232.6484375,9427.6875,28426779937,9008.528349609374,9648.079086914062,9008.528349609374,1.0465291481719987,54,Neutral,0.730544547694275,1.5859624113971147,hold
9422.462890625,9426.8740234375,9085.3701171875,9205.7265625,27706531577,9029.07405029297,9636.705288085937,9029.07405029297,1.019564853629847,53,Neutral,0.730544547694275,1.5859624113971147,hold
9202.4580078125,9383.1611328125,9028.7177734375,9199.5849609375,26583653947,9049.233364257812,9629.693461914063,9049.233364257812,1.0166148435594045,50,Neutral,0.730544547694275,1.5859624113971147,hold
9193.9921875,9275.6572265625,9132.0478515625,9261.1044921875,24324691031,9070.203344726562,9624.185249023438,9070.203344726562,1.0210470636881508,49,Neutral,0.730544547694275,1.5859624113971147,hold
9259.783203125,9377.486328125,9249.587890625,9324.7177734375,21242676385,9090.649135742187,9618.314008789062,9090.649135742187,1.0257482864204948,51,Neutral,0.730544547694275,1.5859624113971147,hold
9324.787109375,9379.806640625,9141.251953125,9235.3544921875,21132220847,9110.566218261718,9611.964516601562,9110.566218261718,1.013697093126402,56,Greed,0.730544547694275,1.5859624113971147,hold
9235.607421875,9505.0517578125,9191.4853515625,9412.6123046875,26170255634,9131.13735107422,9611.313862304687,9131.13735107422,1.0308258372195187,49,Neutral,0.730544547694275,1.5859624113971147,hold
9413.0048828125,9457.41796875,9256.931640625,9342.52734375,26198609048,9151.330925292968,9609.210532226563,9151.330925292968,1.0208927444562836,54,Neutral,0.730544547694275,1.5859624113971147,hold
9340.8642578125,9423.2373046875,9305.9091796875,9360.8798828125,23133895765,9171.445893554688,9607.627875976563,9171.445893554688,1.0206547573257712,53,Neutral,0.730544547694275,1.5859624113971147,hold
9352.3935546875,9368.4765625,9202.353515625,9267.5615234375,22700383839,9191.211044921874,9604.229252929688,9191.211044921874,1.0083069008145351,54,Neutral,0.730544547694275,1.5859624113971147,hold
9265.3681640625,9272.759765625,8775.5341796875,8804.880859375,24333037836,9208.238623046875,9591.421782226562,9208.238623046875,0.9561959914176932,42,Fear,0.730544547694275,1.5859624113971147,hold
8809.46875,8891.818359375,8793.1630859375,8813.58203125,17578630606,9224.444721679687,9575.560913085938,9224.444721679687,0.9554593579531069,38,Fear,0.730544547694275,1.5859624113971147,hold
8812.4892578125,9103.826171875,8806.162109375,9055.5263671875,20587919881,9242.398020019531,9560.934428710938,9242.398020019531,0.9797810424927322,39,Fear,0.730544547694275,1.5859624113971147,hold
9056.91796875,9081.279296875,8700.6083984375,8757.7880859375,20265510765,9260.134382324219,9540.295043945312,9260.134382324219,0.9457517271730311,40,Fear,0.730544547694275,1.5859624113971147,hold
8759.751953125,8853.7685546875,8685.427734375,8815.662109375,20309769107,9277.815952148438,9518.749819335937,9277.815952148438,0.9501872159183737,39,Fear,0.730544547694275,1.5859624113971147,hold
8812.033203125,8836.841796875,8761.6513671875,8808.2626953125,17545755405,9295.515810546874,9488.775913085938,9295.515810546874,0.9475819174357675,38,Fear,0.730544547694275,1.5859624113971147,hold
8811.9365234375,8826.943359375,8692.5517578125,8708.0947265625,19084739975,9312.630588378906,9461.075170898437,9312.630588378906,0.9350843076959588,41,Fear,0.730544547694275,1.5859624113971147,hold
8705.7080078125,8730.873046875,8484.84375,8491.9921875,21796856471,9328.853786621094,9426.575405273437,9328.853786621094,0.9102932023308938,38,Fear,0.730544547694275,1.5859624113971147,hold
8491.166015625,8591.9970703125,8473.9736328125,8550.7607421875,16495389808,9344.853957519532,9392.418940429687,9344.853957519532,0.9150234750653274,41,Fear,0.730544547694275,1.5859624113971147,hold
8549.470703125,8727.7890625,8500.9677734375,8577.9755859375,18668638897,9360.730349121093,9359.569331054687,9360.730349121093,0.9163788792124443,38,Fear,0.730544547694275,1.5859624113971147,hold
8573.98046875,8653.2802734375,8273.5732421875,8309.2861328125,21579470673,9374.750361328124,9329.121948242188,9374.750361328124,0.8863474559375168,38,Fear,0.730544547694275,1.5859624113971147,hold
8305.134765625,8408.5166015625,8099.96337890625,8206.1455078125,21083613816,9386.939641113282,9295.947612304688,9386.939641113282,0.8742088286016996,32,Fear,0.730544547694275,1.5859624113971147,hold
8203.61328125,8237.240234375,8010.51171875,8027.26806640625,20764300437,9397.920144042968,9262.394130859375,9397.920144042968,0.8541536790450887,32,Fear,0.730544547694275,1.5859624113971147,hold
8023.64453125,8110.09814453125,7597.3818359375,7642.75,22514243371,9407.1553515625,9229.863330078126,9407.1553515625,0.8124400750680238,30,Fear,0.730544547694275,1.5859624113971147,hold
7643.5693359375,7697.3828125,6936.70654296875,7296.57763671875,34242315785,9414.904204101562,9202.312065429687,9414.904204101562,0.7750028548925679,20,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7296.16455078125,7442.2587890625,7151.41796875,7397.796875,21008924418,9422.745681152344,9173.174575195313,9422.745681152344,0.7850999194212885,23,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7398.6337890625,7408.5771484375,7029.2890625,7047.9169921875,30433517289,9428.072978515625,9139.910356445313,9428.072978515625,0.7475458673525391,21,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7039.97705078125,7319.85693359375,6617.1669921875,7146.1337890625,42685231262,9432.931003417969,9109.054252929687,9432.931003417969,0.7575729947004954,17,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7145.1591796875,7320.23046875,7098.572265625,7218.37109375,21129505542,9437.12861328125,9077.779858398437,9437.12861328125,0.764890613400277,21,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7220.880859375,7619.693359375,6974.17431640625,7531.66357421875,23991412764,9438.763073730468,9043.93595703125,9438.763073730468,0.7979502732916912,20,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7536.8203125,7730.07275390625,7454.12158203125,7463.10595703125,19050116751,9441.216745605469,9010.934692382812,9441.216745605469,0.7904813710060248,32,Fear,0.730544547694275,1.5859624113971147,hold
7466.72705078125,7781.1796875,7460.75634765625,7761.24365234375,19709695456,9440.948388671875,8987.166630859376,9440.948388671875,0.8220830506452518,31,Fear,0.730544547694275,1.5859624113971147,hold
7764.05712890625,7836.10205078125,7515.849609375,7569.6298828125,17158194786,9438.824458007812,8961.552373046876,9438.824458007812,0.8019674395353857,38,Fear,0.730544547694275,1.5859624113971147,hold
7571.6162109375,7571.6162109375,7291.341796875,7424.29248046875,18720708479,9434.920080566406,8931.715649414062,9434.920080566406,0.7868951106179426,25,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7424.0361328125,7474.81884765625,7233.3994140625,7321.98828125,17082040706,9432.105476074219,8903.335922851562,9432.105476074219,0.7762835455798486,28,Fear,0.730544547694275,1.5859624113971147,hold
7323.9755859375,7418.85888671875,7229.35693359375,7320.1455078125,14797485769,9431.98672607422,8875.152202148438,9431.98672607422,0.7760979441983683,28,Fear,0.730544547694275,1.5859624113971147,hold
7320.125,7539.78466796875,7170.9228515625,7252.03466796875,21664240918,9431.890859375,8843.964345703125,9431.890859375,0.7688844979329312,24,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7253.24169921875,7743.431640625,7232.6767578125,7448.3076171875,18816085231,9428.143950195312,8816.592421875,9428.143950195312,0.7900078378664553,21,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7450.5615234375,7546.99658203125,7392.17529296875,7546.99658203125,18104466307,9425.987387695313,8794.518159179688,9425.987387695313,0.8006584638425361,29,Fear,0.730544547694275,1.5859624113971147,hold
7547.265625,7589.95166015625,7525.71142578125,7556.23779296875,15453520564,9423.951938476563,8774.97853515625,9423.951938476563,0.8018120043797953,32,Fear,0.730544547694275,1.5859624113971147,hold
7551.3388671875,7634.6064453125,7476.09130859375,7564.34521484375,15409908086,9423.373332519532,8754.640249023438,9423.373332519532,0.8027215889600404,28,Fear,0.730544547694275,1.5859624113971147,hold
7561.79541015625,7618.091796875,7365.9853515625,7400.8994140625,17872021272,9420.968596191406,8732.342602539062,9420.968596191406,0.7855773361832928,32,Fear,0.730544547694275,1.5859624113971147,hold
7397.13427734375,7424.02294921875,7246.0439453125,7278.11962890625,18249031195,9417.422336425781,8707.544091796875,9417.422336425781,0.7728356411026729,26,Fear,0.730544547694275,1.5859624113971147,hold
7277.19775390625,7324.15625,7195.52734375,7217.42724609375,16350490689,9413.246752929688,8676.250756835938,9413.246752929688,0.7667309096988738,20,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7216.73876953125,7266.6396484375,7164.7412109375,7243.13427734375,18927080224,9406.096345214844,8642.44669921875,9406.096345214844,0.7700467879035221,23,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7244.662109375,7293.560546875,7227.12255859375,7269.6845703125,17125736940,9398.415876464844,8609.19861328125,9398.415876464844,0.7735010522908407,22,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7268.90283203125,7308.83642578125,7097.208984375,7124.673828125,17137029730,9390.439436035156,8574.69001953125,9390.439436035156,0.7587156997983036,27,Fear,0.730544547694275,1.5859624113971147,hold
7124.23974609375,7181.07568359375,6924.3759765625,7152.3017578125,16881129804,9382.903508300782,8542.680009765625,9382.903508300782,0.7622695630926042,21,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7153.6630859375,7171.1689453125,6903.6826171875,6932.48046875,20213265950,9375.968547363282,8506.832265625,9375.968547363282,0.7393881958679948,24,Extreme Fear,0.730544547694275,1.5859624113971147,hold
6931.3154296875,6964.0751953125,6587.97412109375,6640.51513671875,22363804217,9366.29861328125,8468.824653320313,9366.29861328125,0.7089796525708261,23,Extreme Fear,0.730544547694275,1.5859624113971147,buy
6647.6982421875,7324.98486328125,6540.04931640625,7276.802734375,31836522778,9359.862543945312,8438.242934570313,9359.862543945312,0.7774476067580931,15,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7277.5908203125,7346.6025390625,7041.3818359375,7202.84423828125,25904604416,9352.161975097657,8409.11162109375,9352.161975097657,0.7701795860102216,21,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7208.63671875,7257.921875,7086.1240234375,7218.81640625,22633815180,9347.21108154297,8379.516064453124,9347.21108154297,0.7722962863761894,23,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7220.59375,7223.22607421875,7112.73583984375,7191.15869140625,19312552168,9344.62802001953,8347.326381835937,9344.62802001953,0.769550021252876,23,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7191.1884765625,7518.033203125,7167.17919921875,7511.5888671875,23134537956,9343.064807128907,8318.836801757812,9343.064807128907,0.803974822207809,20,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7508.90234375,7656.17626953125,7326.1923828125,7355.62841796875,27831788041,9340.73283203125,8288.81259765625,9340.73283203125,0.7874787289434959,33,Fear,0.730544547694275,1.5859624113971147,hold
7354.39306640625,7535.716796875,7269.52880859375,7322.5322265625,22991622105,9337.125737304688,8258.560791015625,9337.125737304688,0.7842383654861509,25,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7325.755859375,7357.02001953125,7220.9912109375,7275.15576171875,21559505149,9333.730876464844,8228.544409179687,9333.730876464844,0.7794477747438782,22,Extreme Fear,0.730544547694275,1.5859624113971147,hold
7274.79931640625,7388.302734375,7200.38671875,7238.966796875,22787010034,9331.485324707031,8198.521352539063,9331.485324707031,0.7757571860192871,39,Fear,0.730544547694275,1.5859624113971147,hold
7238.14111328125,7363.529296875,7189.93408203125,7290.08837890625,22777360996,9327.934118652343,8169.439755859375,9327.934118652343,0.7815330046477095,38,Fear,0.730544547694275,1.5859624113971147,hold
7289.03125,7399.041015625,7286.9052734375,7317.990234375,21365673026,9324.885498046875,8139.9555078125,9324.885498046875,0.7847807070561643,37,Fear,0.730544547694275,1.5859624113971147,hold
7317.6474609375,7513.9482421875,7279.865234375,7422.65283203125,22445257702,9321.269475097657,8112.365620117187,9321.269475097657,0.7963135120019137,37,Fear,0.730544547694275,1.5859624113971147,hold
7420.27294921875,7454.82421875,7276.30810546875,7292.9951171875,22874131672,9316.57983154297,8085.098403320312,9316.57983154297,0.782797469570941,40,Fear,0.730544547694275,1.5859624113971147,hold
7294.43896484375,7335.2900390625,7169.77783203125,7193.59912109375,21167946112,9309.078662109376,8056.33046875,9309.078662109376,0.7727509222125026,38,Fear,0.730544547694275,1.5859624113971147,hold
7194.89208984375,7254.33056640625,7174.9443359375,7200.17431640625,18565664997,9300.887658691407,8031.038969726563,9300.887658691407,0.7741384027660949,37,Fear,0.730544547694275,1.5859624113971147,hold
7202.55126953125,7212.1552734375,6935.27001953125,6985.47021484375,20802083465,9290.842568359374,8014.6880078125,9290.842568359374,0.7518661696661685,39,Fear,0.730544547694275,1.5859624113971147,hold
6984.4287109375,7413.71533203125,6914.99609375,7344.88427734375,28111481032,9280.965227050781,8003.266918945313,9280.965227050781,0.7913922849248449,38,Fear,0.730544547694275,1.5859624113971147,hold
7345.37548828125,7427.3857421875,7309.51416015625,7410.65673828125,18444271275,9272.609697265625,7996.18380859375,9272.609697265625,0.7991986053792989,38,Fear,0.730544547694275,1.5859624113971147,hold
7410.45166015625,7544.4970703125,7400.53564453125,7411.3173828125,19725074095,9263.298676757813,7987.778525390625,9263.298676757813,0.8000732397205276,39,Fear,0.730544547694275,1.5859624113971147,hold
7410.4521484375,7781.8671875,7409.29296875,7769.21923828125,23276261598,9254.508972167969,7983.011567382812,9254.508972167969,0.8395063705320744,41,Fear,0.730544547694275,1.5859624113971147,hold
7768.68212890625,8178.2158203125,7768.2275390625,8163.6923828125,28767291327,9244.604650878906,7983.606635742188,9244.604650878906,0.8830764203676745,40,Fear,0.730544547694275,1.5859624113971147,hold
8161.935546875,8396.73828125,7956.7744140625,8079.86279296875,31672559265,9231.4955078125,7981.46658203125,9231.4955078125,0.8752496045879957,51,Neutral,0.730544547694275,1.5859624113971147,hold
8082.2958984375,8082.2958984375,7842.40380859375,7879.0712890625,24045990466,9216.614008789062,7976.82453125,9216.614008789062,0.854876995125209,44,Fear,0.730544547694275,1.5859624113971147,hold
7878.3076171875,8166.55419921875,7726.77490234375,8166.55419921875,28714583844,9202.391267089844,7974.5596533203125,9202.391267089844,0.887438271444128,41,Fear,0.730544547694275,1.5859624113971147,hold
8162.19091796875,8218.359375,8029.64208984375,8037.53759765625,25521165085,9183.624370117188,7972.335107421875,9183.624370117188,0.8752032175673238,50,Neutral,0.730544547694275,1.5859624113971147,hold
8033.26171875,8200.0634765625,8009.05908203125,8192.494140625,22903438381,9159.50568359375,7972.200654296875,9159.50568359375,0.8944253569599466,45,Fear,0.730544547694275,1.5859624113971147,hold
8189.77197265625,8197.7880859375,8079.70068359375,8144.1943359375,22482910688,9144.312622070312,7972.127592773438,9144.312622070312,0.8906294734807108,49,Neutral,0.730544547694275,1.5859624113971147,hold
8140.93310546875,8879.51171875,8140.93310546875,8827.7646484375,44841784107,9126.41478515625,7980.523681640625,9126.41478515625,0.9672762915395329,56,Greed,0.730544547694275,1.5859624113971147,hold
8825.34375,8890.1171875,8657.1875,8807.0107421875,40102834650,9110.652983398437,7986.13755859375,9110.652983398437,0.9666717367279559,54,Neutral,0.730544547694275,1.5859624113971147,hold
8812.4814453125,8846.4609375,8612.095703125,8723.7861328125,31313981931,9100.186137695313,7991.087587890625,9100.186137695313,0.9586382081434942,55,Greed,0.730544547694275,1.5859624113971147,hold
8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,36372139320,9091.915654296876,7994.42056640625,9091.915654296876,0.9820854510146716,54,Neutral,0.730544547694275,1.5859624113971147,hold
8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,32337772627,9082.62130859375,7997.983916015625,9082.62130859375,0.9846065678515669,51,Neutral,0.730544547694275,1.5859624113971147,hold
8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,34217320471,9066.346186523437,8001.828798828125,9066.346186523437,0.9602815663633929,53,Neutral,0.730544547694275,1.5859624113971147,hold
8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,26422375678,9053.557211914063,8005.03966796875,9053.557211914063,0.956269715370213,48,Neutral,0.730544547694275,1.5859624113971147,hold
8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,24097418512,9042.394384765625,8009.2885546875,9042.394384765625,0.9672100285721712,49,Neutral,0.730544547694275,1.5859624113971147,hold
8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,22600204051,9029.756010742187,8012.35044921875,9029.756010742187,0.9613632933420744,52,Neutral,0.730544547694275,1.5859624113971147,hold
8680.650390625,8687.7470703125,8333.6376953125,8406.515625,25770680779,9014.53435546875,8014.3619140625,9014.53435546875,0.9325512881206238,49,Neutral,0.730544547694275,1.5859624113971147,hold
8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026,8995.33173828125,8018.340991210937,8995.33173828125,0.9388686060761313,40,Fear,0.730544547694275,1.5859624113971147,hold
